#please cite:
#1.Zhou KR, Liu S, Cai L, Bin L, et al. ENCORI: The Encyclopedia of RNA Interactomes.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0000062	hsa-let-7a-5p	ENSG00000172731	LRRC20	protein_coding	chr10	72059919	72059925	72059918	72059939	-	3	0	AGO2	1	0	0	0	1	0	1	8
MIMAT0000062	hsa-let-7a-5p	ENSG00000166507	NDST2	protein_coding	chr10	75562100	75562106	75562099	75562127	-	2	0	AGO2	1	0	0	1	1	1	1	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000272916	AC022400.6	protein_coding	chr10	75562100	75562106	75562099	75562127	-	2	0	AGO2	1	0	0	1	1	1	1	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000166507	NDST2	protein_coding	chr10	75567246	75567274	75567246	75567274	-	3	0	AGO1-4,AGO2	0	0	0	1	0	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000272916	AC022400.6	protein_coding	chr10	75567246	75567274	75567246	75567274	-	3	0	AGO1-4,AGO2	0	0	0	1	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000185009	AP3M1	protein_coding	chr10	75881795	75881800	75881794	75881822	-	3	0	AGO1-4,AGO2	1	0	0	1	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000185009	AP3M1	protein_coding	chr10	75897969	75897997	75897969	75897997	-	32	0	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000148606	POLR3A	protein_coding	chr10	79736516	79736522	79736515	79736537	-	15	0	AGO1-4,AGO2	1	0	0	0	1	0	0	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000165424	ZCCHC24	protein_coding	chr10	81144773	81144779	81144773	81144779	-	2	0	AGO2	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000062650	WAPL	protein_coding	chr10	88195445	88195450	88195444	88195472	-	3	0	AGO1-4,AGO2	1	0	0	1	0	1	1	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000062650	WAPL	protein_coding	chr10	88213005	88213033	88213005	88213033	-	10	0	AGO1-4,AGO2	0	0	0	1	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000107864	CPEB3	protein_coding	chr10	93809773	93809778	93809772	93809800	-	3	0	AGO1-4,AGO2	1	0	1	1	1	1	1	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000107864	CPEB3	protein_coding	chr10	93811383	93811388	93811382	93811410	-	3	0	AGO1-4,AGO2	1	0	1	1	0	1	1	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000138119	MYOF	protein_coding	chr10	95089562	95089583	95089562	95089583	-	13	0	AGO1-4,AGO2	0	1	0	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000173145	NOC3L	protein_coding	chr10	96109934	96109953	96109934	96109953	-	14	0	AGO1-4,AGO2	0	1	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000138115	CYP2C8	protein_coding	chr10	96802655	96802683	96802655	96802683	-	1	0	AGO1-4	0	0	0	1	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000197430	OPALIN	protein_coding	chr10	98104927	98104933	98104926	98104951	-	1	0	AGO1-4	1	0	1	0	1	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000155629	PIK3AP1	protein_coding	chr10	98355056	98355061	98355056	98355061	-	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000213390	ARHGAP19	protein_coding	chr10	98985728	98985733	98985728	98985733	-	4	0	AGO1-4,AGO2	1	0	0	0	0	0	0	0
MIMAT0000062	hsa-let-7a-5p	ENSG00000181274	FRAT2	protein_coding	chr10	99093316	99093321	99093316	99093321	-	8	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000138131	LOXL4	protein_coding	chr10	100008631	100008636	100008630	100008658	-	5	0	AGO1-4	1	0	0	1	0	1	1	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000107554	DNMBP	protein_coding	chr10	101635660	101635665	101635660	101635665	-	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000213341	CHUK	protein_coding	chr10	101948854	101948860	101948853	101948873	-	2	0	AGO1-4,AGO2	1	0	1	0	1	0	1	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000166169	POLL	protein_coding	chr10	103338970	103338976	103338969	103338990	-	3	1	AGO2	1	0	0	0	1	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000107829	FBXW4	protein_coding	chr10	103370486	103370492	103370485	103370504	-	1	0	AGO2	1	0	0	0	1	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000120055	C10orf95	protein_coding	chr10	104209958	104209963	104209958	104209963	-	1	0	AGO1-4	1	0	0	0	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000108039	XPNPEP1	protein_coding	chr10	111624839	111624845	111624838	111624860	-	2	1	AGO1-4	1	0	0	0	1	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000119927	GPAM	protein_coding	chr10	113913360	113913388	113913360	113913388	-	4	0	AGO1-4,AGO2	0	0	0	1	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000151892	GFRA1	protein_coding	chr10	117823197	117823202	117823197	117823202	-	5	0	AGO1-4	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000165650	PDZD8	protein_coding	chr10	119038853	119038860	119038853	119038860	-	4	0	AGO1,AGO2	0	0	0	0	0	0	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000107560	RAB11FIP2	protein_coding	chr10	119767987	119767992	119767986	119768014	-	2	0	AGO2	1	0	0	1	0	1	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000151893	CACUL1	protein_coding	chr10	120444309	120444314	120444309	120444314	-	2	0	AGO1-4	1	0	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000148773	MKI67	protein_coding	chr10	129895095	129895100	129895095	129895100	-	1	0	AGO1-4	1	0	0	0	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000047056	WDR37	protein_coding	chr10	1175750	1175755	1175728	1175756	+	8	0	AGO1-4,AGO2	1	0	0	1	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000047056	WDR37	protein_coding	chr10	1176192	1176198	1176171	1176199	+	5	0	AGO1-4,AGO2	1	0	0	1	1	1	1	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000170525	PFKFB3	protein_coding	chr10	6255666	6255687	6255666	6255687	+	11	0	AGO1-4,AGO2	0	0	0	0	1	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000181192	DHTKD1	protein_coding	chr10	12165059	12165064	12165059	12165064	+	9	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000284024	HSPA14	protein_coding	chr10	14886149	14886177	14886149	14886177	+	2	0	AGO1-4	0	0	0	1	0	0	0	0
MIMAT0000062	hsa-let-7a-5p	ENSG00000284024	HSPA14	protein_coding	chr10	14886232	14886239	14886211	14886239	+	6	0	AGO1-4,AGO2	0	0	0	1	1	0	1	0
MIMAT0000062	hsa-let-7a-5p	ENSG00000284024	HSPA14	protein_coding	chr10	14888659	14888666	14888659	14888666	+	6	0	AGO1-4,AGO2	0	0	0	0	0	0	1	0
MIMAT0000062	hsa-let-7a-5p	ENSG00000152455	SUV39H2	protein_coding	chr10	14945352	14945357	14945352	14945357	+	1	0	AGO2	1	0	0	0	0	0	0	9
MIMAT0000062	hsa-let-7a-5p	ENSG00000165995	CACNB2	protein_coding	chr10	18439867	18439886	18439867	18439886	+	1	0	AGO2	0	0	0	0	1	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000165997	ARL5B	protein_coding	chr10	18969080	18969086	18969080	18969086	+	14	0	AGO1,AGO1-4,AGO2	0	0	0	0	0	0	1	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000078403	MLLT10	protein_coding	chr10	22002766	22002794	22002766	22002794	+	11	0	AGO1-4,AGO2	0	0	0	1	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000078403	MLLT10	protein_coding	chr10	22032213	22032218	22032191	22032219	+	26	0	AGO1,AGO1-4,AGO2	1	0	0	1	1	1	1	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000148459	PDSS1	protein_coding	chr10	27035285	27035291	27035270	27035292	+	6	0	AGO1-4,AGO2	0	0	1	0	1	0	1	12
MIMAT0000062	hsa-let-7a-5p	ENSG00000095794	CREM	protein_coding	chr10	35501121	35501126	35501106	35501127	+	6	0	AGO1-4,AGO2	1	0	0	0	1	0	0	8
MIMAT0000062	hsa-let-7a-5p	ENSG00000108100	CCNY	protein_coding	chr10	35860050	35860055	35860028	35860056	+	6	0	AGO2	0	0	1	1	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000108100	CCNY	protein_coding	chr10	35860381	35860387	35860360	35860388	+	10	0	AGO1,AGO1-4,AGO2	0	0	1	1	1	1	1	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000107551	RASSF4	protein_coding	chr10	45488902	45488908	45488888	45488909	+	1	0	AGO1-4	1	0	0	0	1	0	0	9
MIMAT0000062	hsa-let-7a-5p	ENSG00000107643	MAPK8	protein_coding	chr10	49646671	49646677	49646650	49646678	+	3	0	AGO1,AGO1-4	0	0	1	1	0	0	1	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000128815	WDFY4	protein_coding	chr10	50151408	50151413	50151386	50151414	+	1	0	AGO2	0	0	1	1	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000266412	NCOA4	protein_coding	chr10	51590168	51590173	51590168	51590173	+	6	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000150347	ARID5B	protein_coding	chr10	63854586	63854591	63854586	63854591	+	4	0	AGO1-4,AGO2	1	0	0	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000165476	REEP3	protein_coding	chr10	65380998	65381003	65380998	65381003	+	13	0	AGO1-4,AGO2	1	0	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000122862	SRGN	protein_coding	chr10	70864478	70864483	70864464	70864484	+	10	2	AGO1-4,AGO2	1	0	0	0	1	0	0	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000122958	VPS26A	protein_coding	chr10	70931411	70931418	70931411	70931418	+	11	0	AGO1,AGO2	1	0	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000148730	EIF4EBP2	protein_coding	chr10	72182723	72182729	72182723	72182729	+	3	1	AGO1-4	1	0	0	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000107719	PALD1	protein_coding	chr10	72328119	72328125	72328098	72328126	+	5	1	AGO1,AGO2	1	0	0	1	1	0	1	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000198246	SLC29A3	protein_coding	chr10	73122205	73122225	73122205	73122225	+	1	0	AGO1-4	0	0	0	0	1	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000122863	CHST3	protein_coding	chr10	73767245	73767273	73767245	73767273	+	9	0	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000122863	CHST3	protein_coding	chr10	73771046	73771053	73771046	73771053	+	4	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000122863	CHST3	protein_coding	chr10	73772625	73772630	73772603	73772631	+	6	0	AGO1-4,AGO2	1	0	0	1	0	0	1	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000156026	MCU	protein_coding	chr10	74474899	74474919	74474899	74474919	+	5	0	AGO1,AGO2	0	0	0	0	1	0	0	11
MIMAT0000062	hsa-let-7a-5p	ENSG00000176986	SEC24C	protein_coding	chr10	75531587	75531592	75531565	75531593	+	5	0	AGO1-4,AGO2	1	0	0	1	0	1	0	1
MIMAT0000062	hsa-let-7a-5p	ENSG00000196968	FUT11	protein_coding	chr10	75533370	75533392	75533370	75533392	+	14	0	AGO1,AGO1-4,AGO2	0	0	0	0	1	0	0	1
MIMAT0000062	hsa-let-7a-5p	ENSG00000035403	VCL	protein_coding	chr10	75879176	75879182	75879163	75879183	+	6	0	AGO1-4,AGO2	1	0	0	0	1	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000133678	TMEM254	protein_coding	chr10	81851788	81851795	81851788	81851795	+	2	0	AGO2	1	0	0	0	0	0	0	0
MIMAT0000062	hsa-let-7a-5p	ENSG00000107779	BMPR1A	protein_coding	chr10	88684564	88684569	88684564	88684570	+	1	0	AGO1	1	0	0	0	0	0	1	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000198682	PAPSS2	protein_coding	chr10	89506231	89506236	89506231	89506236	+	8	0	AGO1-4,AGO2	1	0	0	0	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000026103	FAS	protein_coding	chr10	90750634	90750662	90750634	90750662	+	1	0	AGO2	0	0	0	1	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000026103	FAS	protein_coding	chr10	90774649	90774654	90774647	90774654	+	6	0	AGO1-4,AGO2	1	0	1	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000026103	FAS	protein_coding	chr10	90774761	90774767	90774740	90774768	+	15	0	AGO1-4,AGO2	1	0	1	1	1	0	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000165338	HECTD2	protein_coding	chr10	93274200	93274205	93274178	93274206	+	4	1	AGO1-4,AGO2	1	0	0	1	1	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000152804	HHEX	protein_coding	chr10	94455174	94455179	94455174	94455179	+	2	0	AGO2	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000138180	CEP55	protein_coding	chr10	95288088	95288093	95288088	95288093	+	6	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	10
MIMAT0000062	hsa-let-7a-5p	ENSG00000176273	SLC35G1	protein_coding	chr10	95662277	95662282	95662258	95662283	+	2	0	AGO2	1	0	0	0	1	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000108239	TBC1D12	protein_coding	chr10	96294093	96294099	96294076	96294100	+	8	0	AGO1-4,AGO2	1	0	0	0	1	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000119969	HELLS	protein_coding	chr10	96371301	96371307	96371280	96371308	+	17	0	AGO1,AGO1-4,AGO2	0	0	1	1	0	0	0	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000119969	HELLS	protein_coding	chr10	96372732	96372738	96372711	96372739	+	4	0	AGO1-4	0	0	1	1	0	0	0	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000108242	CYP2C18	protein_coding	chr10	96484262	96484282	96484262	96484282	+	1	0	AGO1-4	0	1	0	0	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000276490	AL583836.1	protein_coding	chr10	96484262	96484282	96484262	96484282	+	1	0	AGO1-4	0	1	0	0	0	0	0	0
MIMAT0000062	hsa-let-7a-5p	ENSG00000107443	CCNJ	protein_coding	chr10	97819859	97819864	97819837	97819865	+	5	0	AGO1-4,AGO2	1	0	1	1	0	0	0	10
MIMAT0000062	hsa-let-7a-5p	ENSG00000107443	CCNJ	protein_coding	chr10	97819970	97819976	97819949	97819977	+	22	0	AGO1,AGO1-4,AGO2	1	0	1	1	1	1	1	10
MIMAT0000062	hsa-let-7a-5p	ENSG00000177853	ZNF518A	protein_coding	chr10	97920380	97920401	97920380	97920401	+	11	0	AGO1-4,AGO2	0	0	0	0	1	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000196233	LCOR	protein_coding	chr10	98708828	98708856	98708828	98708856	+	11	0	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000196233	LCOR	protein_coding	chr10	98715312	98715340	98715312	98715340	+	18	0	AGO1-4,AGO2	0	0	0	1	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000196233	LCOR	protein_coding	chr10	98715925	98715930	98715903	98715931	+	5	0	AGO1-4,AGO2	1	0	1	1	0	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000196233	LCOR	protein_coding	chr10	98719727	98719732	98719705	98719733	+	17	0	AGO1,AGO1-4,AGO2	0	0	1	1	0	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000196233	LCOR	protein_coding	chr10	98721273	98721278	98721251	98721279	+	4	0	AGO1-4,AGO2	0	0	1	1	0	1	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000171307	ZDHHC16	protein_coding	chr10	99214520	99214543	99214520	99214543	+	4	0	AGO1-4,AGO2	0	0	0	0	1	0	0	9
MIMAT0000062	hsa-let-7a-5p	ENSG00000119946	CNNM1	protein_coding	chr10	101151440	101151445	101151440	101151445	+	2	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000023839	ABCC2	protein_coding	chr10	101611583	101611589	101611569	101611590	+	4	0	AGO1-4,AGO2	0	0	1	0	1	0	0	11
MIMAT0000062	hsa-let-7a-5p	ENSG00000099194	SCD	protein_coding	chr10	102124152	102124158	102124131	102124159	+	9	0	AGO1,AGO1-4,AGO2	1	0	0	1	1	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000166135	HIF1AN	protein_coding	chr10	102310274	102310279	102310274	102310280	+	1	0	AGO1-4	1	0	0	0	0	1	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000166135	HIF1AN	protein_coding	chr10	102313579	102313585	102313564	102313586	+	26	0	AGO1-4,AGO2	1	0	0	0	1	1	1	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000119906	SLF2	protein_coding	chr10	102722995	102723001	102722974	102723002	+	9	0	AGO1,AGO1-4,AGO2	1	0	1	1	1	1	1	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000119906	SLF2	protein_coding	chr10	102723229	102723235	102723208	102723236	+	10	0	AGO1-4,AGO2	1	0	1	1	1	1	1	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000095539	SEMA4G	protein_coding	chr10	102745037	102745043	102745016	102745044	+	1	0	AGO2	1	0	0	1	1	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000166171	DPCD	protein_coding	chr10	103369246	103369251	103369246	103369251	+	1	0	AGO1-4	1	0	0	0	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000156398	SFXN2	protein_coding	chr10	104497895	104497900	104497895	104497900	+	1	0	AGO2	1	0	1	0	0	0	0	0
MIMAT0000062	hsa-let-7a-5p	ENSG00000156398	SFXN2	protein_coding	chr10	104498530	104498535	104498530	104498535	+	5	0	AGO1-4,AGO2	1	0	1	0	0	0	0	0
MIMAT0000062	hsa-let-7a-5p	ENSG00000148835	TAF5	protein_coding	chr10	105127795	105127823	105127795	105127823	+	3	0	AGO1,AGO2	0	0	0	1	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000148835	TAF5	protein_coding	chr10	105148042	105148047	105148020	105148048	+	4	0	AGO1-4,AGO2	1	0	0	1	1	1	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000148835	TAF5	protein_coding	chr10	105148680	105148685	105148658	105148686	+	4	1	AGO1-4,AGO2	1	0	0	1	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000148843	PDCD11	protein_coding	chr10	105205388	105205393	105205388	105205393	+	7	0	AGO1-4,AGO2	1	0	0	0	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000107954	NEURL1	protein_coding	chr10	105352219	105352226	105352219	105352226	+	2	0	AGO2	1	0	0	0	0	0	0	9
MIMAT0000062	hsa-let-7a-5p	ENSG00000065613	SLK	protein_coding	chr10	105786048	105786053	105786046	105786053	+	9	0	AGO1,AGO1-4,AGO2	1	0	1	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000065613	SLK	protein_coding	chr10	105788347	105788353	105788347	105788353	+	3	0	AGO1,AGO1-4,AGO2	0	0	1	0	0	0	1	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000150593	PDCD4	protein_coding	chr10	112659088	112659093	112659088	112659093	+	12	0	AGO1-4,AGO2	1	0	1	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000150593	PDCD4	protein_coding	chr10	112659116	112659121	112659114	112659121	+	10	0	AGO1-4,AGO2	1	0	1	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000196865	NHLRC2	protein_coding	chr10	115669859	115669865	115669859	115669865	+	3	0	AGO1,AGO2	0	0	0	0	0	0	1	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000043591	ADRB1	protein_coding	chr10	115806029	115806035	115806016	115806036	+	5	0	AGO2	1	0	0	0	1	1	1	1
MIMAT0000062	hsa-let-7a-5p	ENSG00000151553	FAM160B1	protein_coding	chr10	116623168	116623175	116623168	116623175	+	18	0	AGO1-4,AGO2	1	0	0	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000165832	TRUB1	protein_coding	chr10	116736953	116736958	116736953	116736958	+	15	0	AGO1,AGO1-4,AGO2,AGO3	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000198825	INPP5F	protein_coding	chr10	121587695	121587700	121587695	121587700	+	1	0	AGO2	1	0	0	0	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000165660	ABRAXAS2	protein_coding	chr10	126523903	126523908	126523885	126523909	+	9	0	AGO2	1	0	0	0	1	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000107949	BCCIP	protein_coding	chr10	127530166	127530171	127530144	127530172	+	5	0	AGO1,AGO2	1	0	1	1	1	0	0	9
MIMAT0000062	hsa-let-7a-5p	ENSG00000150760	DOCK1	protein_coding	chr10	129249774	129249779	129249774	129249779	+	4	0	AGO1-4,AGO2	1	0	0	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000068383	INPP5A	protein_coding	chr10	134595708	134595713	134595708	134595714	+	9	0	AGO1-4,AGO2	1	0	0	0	0	1	1	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000078902	TOLLIP	protein_coding	chr11	1297269	1297274	1297269	1297274	-	1	0	AGO1-4	1	0	0	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000244242	IFITM10	protein_coding	chr11	1755634	1755662	1755634	1755662	-	1	0	AGO1-4	0	0	0	1	0	0	0	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000244242	IFITM10	protein_coding	chr11	1768941	1768969	1768941	1768969	-	10	0	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000250644	AC068580.4	protein_coding	chr11	1768941	1768969	1768941	1768969	-	10	0	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	8
MIMAT0000062	hsa-let-7a-5p	ENSG00000167244	IGF2	protein_coding	chr11	2151049	2151054	2151049	2151054	-	4	0	AGO1-4,AGO2	1	0	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000284779	IGF2	protein_coding	chr11	2151049	2151054	2151049	2151054	-	4	0	AGO1-4,AGO2	1	0	0	0	0	0	0	0
MIMAT0000062	hsa-let-7a-5p	ENSG00000110713	NUP98	protein_coding	chr11	3733168	3733174	3733167	3733187	-	11	0	AGO1-4,AGO2	1	0	1	0	1	1	1	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000110713	NUP98	protein_coding	chr11	3733412	3733417	3733411	3733431	-	3	0	AGO1,AGO2	1	0	1	0	1	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000132256	TRIM5	protein_coding	chr11	5685789	5685794	5685789	5685794	-	2	0	AGO2	1	0	0	0	0	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000166340	TPP1	protein_coding	chr11	6634168	6634174	6634167	6634195	-	15	0	AGO1,AGO1-4,AGO2	1	0	0	1	1	0	1	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000166340	TPP1	protein_coding	chr11	6635086	6635091	6635085	6635113	-	2	0	AGO1-4	1	0	0	1	1	0	0	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000175352	NRIP3	protein_coding	chr11	9004690	9004695	9004690	9004695	-	2	0	AGO1-4	1	0	0	0	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000166471	TMEM41B	protein_coding	chr11	9303459	9303481	9303459	9303481	-	18	0	AGO1,AGO1-4,AGO2	0	0	0	0	1	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000110321	EIF4G2	protein_coding	chr11	10818878	10818884	10818877	10818905	-	35	0	AGO1,AGO1-4,AGO2	1	0	1	1	1	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000050165	DKK3	protein_coding	chr11	11985455	11985461	11985455	11985461	-	1	0	AGO1-4	1	0	0	0	0	1	1	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000129083	COPB1	protein_coding	chr11	14515872	14515878	14515872	14515878	-	19	0	AGO1-4,AGO2	0	0	1	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000256206	AC018523.2	protein_coding	chr11	14515872	14515878	14515872	14515878	-	19	0	AGO1-4,AGO2	0	0	1	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000186104	CYP2R1	protein_coding	chr11	14899688	14899716	14899688	14899716	-	15	5	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000186104	CYP2R1	protein_coding	chr11	14901861	14901889	14901861	14901889	-	1	0	AGO1-4	0	0	0	1	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000110693	SOX6	protein_coding	chr11	15988088	15988094	15988088	15988116	-	7	0	AGO1-4,AGO2	0	0	0	1	0	1	1	1
MIMAT0000062	hsa-let-7a-5p	ENSG00000110693	SOX6	protein_coding	chr11	16340143	16340171	16340143	16340171	-	1	0	AGO2	0	0	0	1	0	0	0	1
MIMAT0000062	hsa-let-7a-5p	ENSG00000179119	SPTY2D1	protein_coding	chr11	18630486	18630491	18630486	18630491	-	4	0	AGO2	1	0	0	0	0	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000198168	SVIP	protein_coding	chr11	22844351	22844356	22844351	22844356	-	6	0	AGO1-4,AGO2	1	0	1	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000205213	LGR4	protein_coding	chr11	27387939	27387945	27387938	27387961	-	24	0	AGO1,AGO1-4,AGO2	1	0	1	0	1	1	1	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000085063	CD59	protein_coding	chr11	33724846	33724853	33724846	33724853	-	1	0	AGO1-4	1	0	0	0	0	0	0	5
